id,user_id,product_id,interaction_type,rating,timestamp
65,369,202,view,,2025-12-10 01:28:26.752521
66,220,165,view,,2025-12-31 01:28:26.752879
67,369,202,purchase,,2025-12-24 01:28:26.753222
68,369,202,view,,2025-10-15 01:28:26.753590
69,369,5,purchase,,2025-12-11 01:28:26.753984
70,369,165,view,,2025-10-28 01:28:26.754349
71,369,5,view,,2025-12-19 01:28:26.754709
72,369,482,view,,2025-12-24 01:28:26.755057
73,369,165,view,,2025-12-16 01:28:26.755401
74,369,165,view,,2025-12-11 01:28:26.755741
75,369,165,view,,2025-12-19 01:28:26.756123
76,369,372,view,,2025-11-20 01:28:26.756473
77,369,343,rating,3.0,2025-11-12 01:28:26.756817
78,369,165,rating,5.0,2025-10-28 01:28:26.757232
79,369,826,view,,2025-10-23 01:28:26.757588
80,369,202,view,,2025-10-07 01:28:26.757944
81,369,5,view,,2025-11-09 01:28:26.758288
82,369,165,view,,2025-12-08 01:28:26.758645
83,369,482,view,,2026-01-01 01:28:26.759003
84,369,546,view,,2025-10-24 01:28:26.759352
85,369,165,view,,2025-12-28 01:28:26.759709
86,397,482,view,,2025-10-19 01:28:26.760174
87,369,165,rating,4.0,2025-10-15 01:28:26.760576
88,369,5,rating,2.0,2025-12-08 01:28:26.760953
89,369,5,view,,2025-11-08 01:28:26.761293
90,369,165,view,,2025-11-16 01:28:26.761632
91,369,608,view,,2025-12-07 01:28:26.761994
92,369,165,view,,2025-10-19 01:28:26.762346
93,369,942,view,,2025-11-07 01:28:26.762742
94,369,165,view,,2025-11-05 01:28:26.763098
95,369,437,view,,2025-12-26 01:28:26.763439
96,369,482,view,,2025-11-04 01:28:26.763778
97,369,608,view,,2025-12-26 01:28:26.764135
98,369,372,view,,2025-11-22 01:28:26.764479
99,369,165,purchase,,2025-11-24 01:28:26.764817
100,369,165,view,,2025-11-11 01:28:26.765159
101,369,5,view,,2025-12-09 01:28:26.765597
102,369,546,purchase,,2025-11-10 01:28:26.767109
103,369,165,purchase,,2025-10-24 01:28:26.767658
104,369,165,purchase,,2026-01-02 01:28:26.768110
105,369,202,view,,2025-11-01 01:28:26.768492
106,369,482,rating,3.0,2025-11-19 01:28:26.768844
107,369,165,rating,5.0,2025-11-29 01:28:26.769188
108,369,5,purchase,,2025-12-05 01:28:26.769560
109,369,482,view,,2025-12-01 01:28:26.769964
110,369,202,view,,2025-12-06 01:28:26.770338
111,369,482,view,,2025-10-19 01:28:26.770703
112,369,165,purchase,,2025-12-13 01:28:26.771048
113,369,5,rating,5.0,2025-12-12 01:28:26.771400
114,369,165,view,,2025-10-10 01:28:26.771763
115,369,5,purchase,,2025-10-13 01:28:26.772108
116,369,5,purchase,,2025-10-25 01:28:26.772462
117,369,482,view,,2025-11-08 01:28:26.772802
118,369,546,view,,2025-11-05 01:28:26.773150
119,369,165,view,,2025-12-13 01:28:26.773502
120,369,5,view,,2025-11-06 01:28:26.773839
121,369,5,rating,2.0,2025-10-16 01:28:26.774199
122,369,5,view,,2025-12-12 01:28:26.774571
123,369,5,view,,2025-11-16 01:28:26.774960
124,369,881,view,,2025-11-06 01:28:26.775305
125,369,482,view,,2025-10-07 01:28:26.775645
126,369,482,view,,2025-12-17 01:28:26.775995
127,369,165,view,,2025-12-19 01:28:26.776364
128,369,5,view,,2025-12-26 01:28:26.776717
129,369,5,view,,2025-10-09 01:28:26.777055
130,369,836,view,,2025-11-18 01:28:26.777395
131,369,344,view,,2025-10-21 01:28:26.777732
132,369,5,view,,2025-12-29 01:28:26.778073
133,369,5,view,,2025-12-06 01:28:26.778428
134,369,5,rating,3.0,2025-10-29 01:28:26.778768
135,369,165,view,,2025-11-17 01:28:26.779104
136,369,165,purchase,,2025-10-15 01:28:26.779461
137,246,165,view,,2025-10-21 01:28:26.779836
138,369,832,rating,3.0,2025-10-23 01:28:26.780178
139,369,5,view,,2025-11-16 01:28:26.780536
140,369,567,view,,2025-12-12 01:28:26.780876
141,369,608,view,,2025-11-11 01:28:26.781215
142,369,165,purchase,,2025-12-23 01:28:26.781556
143,369,482,view,,2025-10-23 01:28:26.782072
144,369,165,view,,2025-12-17 01:28:26.782558
145,369,202,view,,2025-11-10 01:28:26.783049
146,369,202,purchase,,2025-11-26 01:28:26.783608
147,369,482,view,,2025-12-19 01:28:26.784069
148,369,165,view,,2025-11-06 01:28:26.784462
149,369,165,purchase,,2025-12-30 01:28:26.784806
150,369,5,view,,2025-11-29 01:28:26.785148
151,167,344,view,,2025-10-06 01:28:26.785488
152,369,165,view,,2025-12-22 01:28:26.785825
153,369,165,purchase,,2025-10-27 01:28:26.786175
154,369,695,view,,2025-10-25 01:28:26.786540
155,369,836,view,,2025-10-29 01:28:26.786879
156,369,372,purchase,,2025-12-09 01:28:26.787219
157,369,482,view,,2025-11-27 01:28:26.787556
158,369,165,view,,2025-10-12 01:28:26.787895
159,369,145,purchase,,2025-12-05 01:28:26.788241
160,369,850,rating,3.0,2025-10-31 01:28:26.788628
161,369,165,purchase,,2025-11-22 01:28:26.788984
162,369,482,view,,2025-10-20 01:28:26.789358
163,369,482,view,,2025-11-02 01:28:26.789719
164,369,5,view,,2025-11-08 01:28:26.790067
165,369,372,rating,3.0,2025-11-01 01:28:26.790431
166,369,5,view,,2025-10-28 01:28:26.790770
167,167,202,view,,2025-10-15 01:28:26.791109
168,167,836,view,,2025-11-26 01:28:26.791447
169,154,165,rating,5.0,2025-10-12 01:28:26.791788
170,369,482,view,,2025-10-12 01:28:26.792125
171,369,202,view,,2025-11-01 01:28:26.792481
172,369,482,view,,2025-12-13 01:28:26.792818
173,369,165,purchase,,2025-10-09 01:28:26.793156
174,369,437,view,,2025-11-07 01:28:26.793503
175,369,5,purchase,,2025-12-18 01:28:26.793867
176,369,165,view,,2025-10-29 01:28:26.794209
177,369,5,purchase,,2025-11-07 01:28:26.794558
178,369,165,view,,2025-12-13 01:28:26.794894
179,369,482,view,,2025-11-03 01:28:26.795232
180,369,482,purchase,,2025-11-23 01:28:26.795568
181,369,482,purchase,,2025-11-12 01:28:26.795903
182,369,482,view,,2025-12-25 01:28:26.796239
183,369,482,view,,2025-10-10 01:28:26.796589
184,369,165,rating,5.0,2025-12-15 01:28:26.797110
185,369,5,view,,2025-12-03 01:28:26.797660
186,369,165,view,,2025-11-13 01:28:26.798132
187,369,165,view,,2025-12-28 01:28:26.798616
188,369,165,view,,2025-12-03 01:28:26.799056
189,369,482,view,,2025-10-13 01:28:26.799569
190,369,482,view,,2025-12-25 01:28:26.800120
191,369,165,purchase,,2025-11-25 01:28:26.800655
192,369,482,view,,2025-12-16 01:28:26.801109
193,369,165,rating,4.0,2025-10-25 01:28:26.801527
194,369,836,view,,2025-12-27 01:28:26.801935
195,369,5,purchase,,2025-12-09 01:28:26.802391
196,369,165,rating,4.0,2025-11-11 01:28:26.802807
197,369,5,view,,2025-12-03 01:28:26.803236
198,167,5,view,,2025-11-30 01:28:26.803652
199,369,5,purchase,,2025-11-02 01:28:26.804107
200,369,165,rating,4.0,2025-10-24 01:28:26.804547
201,369,850,view,,2025-11-05 01:28:26.804986
202,369,202,view,,2025-11-09 01:28:26.805390
203,369,5,view,,2025-11-09 01:28:26.805834
204,369,482,view,,2025-11-12 01:28:26.806265
205,369,482,view,,2025-10-08 01:28:26.806749
206,369,165,view,,2025-10-29 01:28:26.807161
207,369,836,view,,2025-11-06 01:28:26.807687
208,369,402,view,,2025-12-11 01:28:26.808130
209,369,608,view,,2025-11-12 01:28:26.808598
210,369,836,view,,2025-12-06 01:28:26.809044
211,369,482,view,,2025-10-29 01:28:26.809489
212,369,546,view,,2025-12-22 01:28:26.809947
213,369,202,view,,2025-12-15 01:28:26.810413
214,369,5,view,,2025-12-08 01:28:26.810864
215,369,165,view,,2025-10-07 01:28:26.811324
216,369,165,view,,2025-11-18 01:28:26.811767
217,369,165,view,,2025-11-30 01:28:26.812187
218,369,482,rating,5.0,2025-10-28 01:28:26.812615
219,167,482,view,,2025-12-06 01:28:26.813066
220,369,482,view,,2025-12-09 01:28:26.813474
221,369,165,view,,2025-12-12 01:28:26.813909
222,369,482,view,,2025-12-03 01:28:26.814324
223,369,202,purchase,,2025-12-25 01:28:26.814788
224,369,405,purchase,,2025-11-12 01:28:26.815238
225,369,5,view,,2025-12-14 01:28:26.815682
226,369,482,purchase,,2025-12-18 01:28:26.816549
227,369,165,purchase,,2025-11-24 01:28:26.817451
228,369,202,purchase,,2025-12-04 01:28:26.818270
229,369,591,rating,5.0,2025-10-20 01:28:26.818878
230,167,165,view,,2025-11-10 01:28:26.819409
231,369,202,view,,2025-12-23 01:28:26.819952
232,369,5,purchase,,2026-01-01 01:28:26.820509
233,369,5,view,,2025-11-22 01:28:26.821237
234,369,165,view,,2025-11-13 01:28:26.821794
235,369,165,view,,2025-12-15 01:28:26.822281
236,369,165,rating,4.0,2025-10-21 01:28:26.822719
237,369,591,view,,2025-12-14 01:28:26.823174
238,369,482,view,,2025-12-10 01:28:26.823658
239,369,5,view,,2025-10-11 01:28:26.824171
240,369,482,view,,2025-12-23 01:28:26.824655
241,369,482,view,,2025-10-25 01:28:26.825165
242,369,5,view,,2025-10-10 01:28:26.825667
243,369,5,view,,2025-11-06 01:28:26.826127
244,369,5,view,,2025-11-30 01:28:26.826611
245,369,202,view,,2025-12-12 01:28:26.827025
246,369,202,view,,2025-12-09 01:28:26.827475
247,369,5,view,,2025-10-28 01:28:26.827919
248,369,165,view,,2025-12-27 01:28:26.828416
249,369,5,view,,2025-11-13 01:28:26.828876
250,369,482,view,,2025-10-30 01:28:26.829340
251,369,5,view,,2025-12-08 01:28:26.829861
252,369,836,view,,2026-01-02 01:28:26.830381
253,369,5,view,,2025-12-15 01:28:26.830933
254,369,5,purchase,,2025-10-16 01:28:26.831476
255,369,165,view,,2025-12-04 01:28:26.832305
256,369,202,view,,2025-10-30 01:28:26.833168
257,369,482,view,,2025-11-20 01:28:26.833789
258,369,5,view,,2025-11-12 01:28:26.834326
259,369,165,view,,2025-10-31 01:28:26.834797
260,369,5,view,,2025-10-15 01:28:26.835225
261,369,482,purchase,,2025-10-26 01:28:26.835657
262,369,165,rating,3.0,2025-10-16 01:28:26.836134
263,369,482,rating,2.0,2025-11-24 01:28:26.836630
264,369,202,view,,2025-11-10 01:28:26.837064
265,369,704,rating,3.0,2025-11-01 01:28:26.837478
266,369,5,view,,2025-12-26 01:28:26.837908
267,369,439,view,,2025-11-24 01:28:26.838361
268,369,165,view,,2025-12-07 01:28:26.838896
269,369,5,view,,2025-11-30 01:28:26.839492
270,369,202,rating,4.0,2025-12-15 01:28:26.840012
271,369,5,rating,2.0,2025-11-09 01:28:26.840527
272,369,165,purchase,,2025-12-01 01:28:26.841026
273,369,165,view,,2025-10-13 01:28:26.841546
274,369,5,view,,2025-12-17 01:28:26.842030
275,369,482,rating,2.0,2025-10-26 01:28:26.842540
276,369,202,view,,2025-10-14 01:28:26.843003
277,369,165,purchase,,2025-10-19 01:28:26.843554
278,369,165,view,,2025-10-24 01:28:26.844070
279,369,5,rating,4.0,2026-01-01 01:28:26.844524
280,369,5,view,,2025-10-17 01:28:26.844958
281,369,5,view,,2025-11-02 01:28:26.845399
282,369,850,view,,2025-12-23 01:28:26.845865
283,369,5,view,,2025-12-15 01:28:26.846362
284,369,5,view,,2025-11-14 01:28:26.847025
285,369,5,view,,2025-12-27 01:28:26.847565
286,369,165,view,,2025-12-15 01:28:26.848081
287,369,482,rating,4.0,2025-10-17 01:28:26.849190
288,369,165,view,,2025-10-19 01:28:26.850153
289,369,165,rating,3.0,2025-11-07 01:28:26.851106
290,167,482,view,,2025-11-06 01:28:26.851885
291,369,202,view,,2025-10-08 01:28:26.852740
292,369,165,view,,2025-10-26 01:28:26.853518
293,369,836,view,,2025-11-04 01:28:26.854377
294,369,482,view,,2025-11-17 01:28:26.855111
295,369,482,view,,2025-10-10 01:28:26.855817
296,397,482,view,,2025-11-24 01:28:26.856504
297,369,165,view,,2025-10-24 01:28:26.857198
298,369,422,view,,2025-12-09 01:28:26.857880
299,369,5,purchase,,2025-11-03 01:28:26.858497
300,369,5,rating,2.0,2025-11-21 01:28:26.859222
301,369,202,view,,2025-11-06 01:28:26.859863
302,369,5,view,,2025-11-17 01:28:26.860526
303,369,608,view,,2025-10-23 01:28:26.861234
304,369,165,view,,2025-12-30 01:28:26.862059
305,369,482,purchase,,2025-12-10 01:28:26.862939
306,369,5,view,,2025-11-09 01:28:26.863538
307,220,165,view,,2025-12-13 01:28:26.864064
308,220,5,view,,2025-11-09 01:28:26.864525
309,369,853,view,,2025-11-26 01:28:26.865132
310,369,5,view,,2025-10-09 01:28:26.865786
311,369,482,rating,4.0,2025-12-16 01:28:26.866555
312,369,482,view,,2025-12-10 01:28:26.867271
313,369,608,purchase,,2025-10-27 01:28:26.867871
314,369,482,view,,2025-10-14 01:28:26.868343
315,220,757,purchase,,2025-10-08 01:28:26.868820
316,369,482,rating,3.0,2025-12-01 01:28:26.869257
317,369,165,purchase,,2025-11-03 01:28:26.869794
318,369,5,purchase,,2025-12-03 01:28:26.870254
319,369,760,purchase,,2025-12-26 01:28:26.870759
320,369,546,rating,5.0,2025-10-25 01:28:26.871253
321,369,482,view,,2025-12-12 01:28:26.871724
322,167,546,view,,2025-12-20 01:28:26.872145
323,369,5,view,,2025-12-08 01:28:26.872580
324,369,165,view,,2025-12-05 01:28:26.873036
325,369,202,purchase,,2025-12-03 01:28:26.873490
326,369,482,purchase,,2025-12-25 01:28:26.873897
327,369,165,view,,2025-12-20 01:28:26.874336
328,369,165,view,,2025-10-30 01:28:26.874823
329,369,482,view,,2025-11-26 01:28:26.875282
330,397,443,view,,2025-12-27 01:28:26.875940
331,369,437,view,,2025-12-26 01:28:26.876484
332,369,608,view,,2025-10-19 01:28:26.877036
333,369,50,view,,2025-10-28 01:28:26.877499
334,369,165,view,,2025-12-08 01:28:26.877961
335,369,5,view,,2025-10-08 01:28:26.878529
336,369,702,view,,2025-11-15 01:28:26.879115
337,369,5,view,,2025-11-20 01:28:26.879602
338,369,165,view,,2025-10-15 01:28:26.880105
339,369,202,view,,2025-11-27 01:28:26.880524
340,369,165,purchase,,2025-12-01 01:28:26.880992
341,369,482,view,,2025-11-12 01:28:26.881412
342,369,165,view,,2025-12-15 01:28:26.882235
343,369,868,view,,2025-11-18 01:28:26.883333
344,397,5,view,,2025-12-13 01:28:26.884057
345,369,546,view,,2025-10-14 01:28:26.884699
346,369,482,view,,2025-12-26 01:28:26.885227
347,369,165,view,,2025-12-02 01:28:26.885741
348,369,165,view,,2025-12-01 01:28:26.886323
349,369,482,view,,2025-12-07 01:28:26.886814
350,369,165,purchase,,2025-10-15 01:28:26.887233
351,369,165,purchase,,2025-12-27 01:28:26.887706
352,369,165,purchase,,2025-10-13 01:28:26.888136
353,369,165,rating,3.0,2025-12-10 01:28:26.888582
354,369,836,view,,2025-10-18 01:28:26.889036
355,220,5,purchase,,2025-11-06 01:28:26.889557
356,397,202,purchase,,2025-10-23 01:28:26.890077
357,369,482,view,,2025-12-06 01:28:26.890581
358,369,202,view,,2025-10-25 01:28:26.891039
359,369,165,view,,2025-12-25 01:28:26.891514
360,167,165,view,,2025-12-29 01:28:26.891927
361,369,202,view,,2025-11-19 01:28:26.892374
362,369,482,view,,2025-11-14 01:28:26.892820
363,369,482,view,,2025-10-24 01:28:26.893283
364,369,165,view,,2025-12-27 01:28:26.893826
365,369,165,view,,2025-12-18 01:28:26.894293
366,369,165,purchase,,2025-10-26 01:28:26.894698
367,369,5,view,,2025-12-17 01:28:26.895127
368,369,732,view,,2025-10-12 01:28:26.895558
369,369,165,purchase,,2025-10-26 01:28:26.895989
370,369,5,purchase,,2025-12-24 01:28:26.896383
371,369,252,view,,2025-12-09 01:28:26.896837
372,369,202,view,,2025-12-31 01:28:26.897338
373,369,5,view,,2025-11-16 01:28:26.897789
374,369,868,purchase,,2025-11-26 01:28:26.898192
375,369,868,view,,2025-12-13 01:28:26.898904
376,369,5,view,,2025-12-27 01:28:26.899692
377,397,165,view,,2025-11-03 01:28:26.900565
378,369,165,view,,2025-12-14 01:28:26.901150
379,397,5,purchase,,2025-10-15 01:28:26.901571
380,369,5,purchase,,2025-11-09 01:28:26.901917
381,369,165,purchase,,2025-12-24 01:28:26.902302
382,369,165,view,,2026-01-02 01:28:26.902648
383,369,165,rating,3.0,2025-10-27 01:28:26.902990
384,369,202,view,,2025-12-11 01:28:26.903328
385,369,836,view,,2025-12-17 01:28:26.903686
386,369,608,view,,2025-12-01 01:28:26.904033
387,369,437,view,,2025-11-23 01:28:26.904468
388,369,165,purchase,,2025-11-03 01:28:26.904835
389,369,165,view,,2025-11-01 01:28:26.905191
390,369,482,purchase,,2025-12-08 01:28:26.905584
391,369,850,view,,2025-11-18 01:28:26.906008
392,369,5,view,,2025-10-11 01:28:26.906408
393,369,5,view,,2025-11-30 01:28:26.906809
394,369,165,purchase,,2025-10-19 01:28:26.907243
395,369,165,view,,2025-10-10 01:28:26.907609
396,369,5,purchase,,2025-12-24 01:28:26.907952
397,369,165,purchase,,2025-12-30 01:28:26.908295
398,369,5,view,,2025-11-04 01:28:26.908656
399,369,165,view,,2025-12-27 01:28:26.908995
400,369,5,rating,2.0,2025-11-19 01:28:26.909346
401,369,202,view,,2025-12-12 01:28:26.909756
402,369,5,rating,2.0,2025-12-21 01:28:26.910116
403,369,853,view,,2025-10-10 01:28:26.910460
404,369,202,view,,2025-11-18 01:28:26.910800
405,369,165,view,,2025-11-23 01:28:26.911138
406,397,5,view,,2025-11-18 01:28:26.911534
407,369,5,view,,2025-10-14 01:28:26.911940
408,369,482,view,,2025-12-14 01:28:26.912299
409,369,165,view,,2025-11-10 01:28:26.912708
410,167,5,view,,2025-11-06 01:28:26.913059
411,369,165,view,,2025-10-21 01:28:26.913398
412,369,165,purchase,,2025-10-18 01:28:26.913768
413,369,165,view,,2025-12-05 01:28:26.914131
414,369,482,purchase,,2025-11-24 01:28:26.914479
415,369,482,rating,5.0,2025-11-16 01:28:26.914821
416,369,5,view,,2025-12-31 01:28:26.915348
417,369,5,rating,5.0,2025-10-28 01:28:26.916015
418,397,836,view,,2025-10-12 01:28:26.916717
419,369,165,view,,2025-12-03 01:28:26.917326
420,369,5,view,,2025-11-28 01:28:26.917878
421,369,202,view,,2025-12-03 01:28:26.918474
422,369,165,view,,2025-10-20 01:28:26.919013
423,369,202,purchase,,2025-10-11 01:28:26.919471
424,369,165,view,,2025-12-26 01:28:26.919971
425,369,202,view,,2025-12-27 01:28:26.920470
426,369,482,purchase,,2025-12-05 01:28:26.920922
427,369,5,rating,3.0,2025-12-10 01:28:26.921335
428,369,165,purchase,,2025-10-31 01:28:26.921707
429,369,836,view,,2025-11-22 01:28:26.922047
430,369,546,view,,2025-12-14 01:28:26.922387
431,369,5,view,,2025-11-12 01:28:26.922726
432,369,482,view,,2025-12-07 01:28:26.923064
433,232,165,view,,2025-12-11 01:28:26.923404
434,369,165,view,,2025-11-16 01:28:26.923762
435,369,165,view,,2025-12-21 01:28:26.924171
436,369,5,view,,2025-11-15 01:28:26.924536
437,369,5,view,,2025-11-26 01:28:26.924876
438,369,165,purchase,,2025-12-06 01:28:26.925216
439,369,202,view,,2025-10-13 01:28:26.925574
440,369,5,view,,2025-11-19 01:28:26.926005
441,369,165,view,,2025-10-12 01:28:26.926387
442,369,372,view,,2025-10-17 01:28:26.926814
443,369,165,view,,2025-11-12 01:28:26.927180
444,369,165,view,,2025-11-17 01:28:26.927542
445,369,482,view,,2025-11-19 01:28:26.927885
446,369,482,purchase,,2025-12-22 01:28:26.928249
447,369,5,view,,2025-10-09 01:28:26.928618
448,369,482,view,,2025-10-27 01:28:26.928977
449,369,165,rating,4.0,2025-10-17 01:28:26.929354
450,369,482,rating,5.0,2025-10-14 01:28:26.929736
451,167,482,view,,2025-11-02 01:28:26.930077
452,369,40,view,,2026-01-04 01:28:26.930419
453,369,165,view,,2025-12-24 01:28:26.930757
454,369,5,view,,2025-11-03 01:28:26.931099
455,369,546,view,,2025-12-24 01:28:26.931438
456,369,202,purchase,,2025-12-18 01:28:26.931984
457,369,5,view,,2025-12-06 01:28:26.932732
458,369,482,purchase,,2025-10-30 01:28:26.933602
459,369,165,view,,2025-12-29 01:28:26.934259
460,369,482,view,,2025-11-24 01:28:26.934885
461,369,165,purchase,,2025-12-12 01:28:26.935284
462,369,5,view,,2025-10-23 01:28:26.935680
463,369,165,view,,2025-11-27 01:28:26.936058
464,369,482,view,,2025-12-02 01:28:26.936443
465,369,482,view,,2025-12-26 01:28:26.936827
466,369,439,view,,2025-11-26 01:28:26.937173
467,369,5,view,,2025-12-12 01:28:26.937516
468,369,5,view,,2025-10-14 01:28:26.937873
469,369,5,view,,2025-10-17 01:28:26.938217
470,369,5,view,,2025-10-31 01:28:26.938623
471,369,836,view,,2025-10-28 01:28:26.938968
472,369,5,view,,2025-11-11 01:28:26.939319
473,369,482,view,,2025-12-30 01:28:26.939697
474,369,202,view,,2025-11-15 01:28:26.940065
475,369,5,view,,2025-10-13 01:28:26.940464
476,369,202,view,,2025-11-24 01:28:26.940823
477,369,482,view,,2025-10-27 01:28:26.941164
478,369,482,purchase,,2025-11-22 01:28:26.941517
479,369,482,view,,2025-10-22 01:28:26.941913
480,369,482,purchase,,2025-10-23 01:28:26.942286
481,369,5,view,,2025-12-19 01:28:26.942677
482,369,482,view,,2025-12-01 01:28:26.943052
483,369,202,purchase,,2025-11-14 01:28:26.943409
484,369,5,purchase,,2025-12-07 01:28:26.943805
485,369,5,view,,2025-10-11 01:28:26.944152
486,369,5,view,,2025-11-09 01:28:26.944493
487,369,165,purchase,,2025-11-01 01:28:26.944834
488,369,165,view,,2025-12-12 01:28:26.945172
489,369,165,view,,2025-11-25 01:28:26.945510
490,369,5,view,,2025-11-08 01:28:26.945864
491,369,165,purchase,,2025-12-07 01:28:26.946204
492,369,482,view,,2025-11-11 01:28:26.946543
493,369,165,purchase,,2026-01-03 01:28:26.946910
494,369,165,view,,2025-11-18 01:28:26.947309
495,369,5,view,,2025-11-01 01:28:26.947730
496,369,165,view,,2025-11-16 01:28:26.948091
497,369,482,view,,2025-10-28 01:28:26.948503
498,369,202,purchase,,2025-12-19 01:28:26.948878
499,369,165,view,,2025-11-16 01:28:26.949647
500,369,437,rating,4.0,2025-12-08 01:28:26.950544
501,369,285,view,,2025-10-09 01:28:26.951168
502,369,5,view,,2025-10-21 01:28:26.951650
503,369,202,view,,2025-11-30 01:28:26.952024
504,73,482,purchase,,2025-12-18 01:28:26.952373
505,369,5,view,,2025-10-09 01:28:26.952814
506,369,482,rating,5.0,2025-11-06 01:28:26.953187
507,369,546,view,,2025-11-08 01:28:26.953530
508,369,202,view,,2025-11-19 01:28:26.953889
509,369,344,rating,2.0,2025-11-04 01:28:26.954234
510,369,202,view,,2025-10-08 01:28:26.954624
511,369,165,view,,2025-11-24 01:28:26.954982
512,369,704,rating,4.0,2025-11-19 01:28:26.955325
513,369,482,view,,2025-12-03 01:28:26.955682
514,369,608,view,,2025-11-04 01:28:26.956095
515,369,5,view,,2025-12-07 01:28:26.956442
516,369,165,purchase,,2025-10-18 01:28:26.956824
517,369,739,view,,2025-10-30 01:28:26.957232
518,369,546,purchase,,2025-11-15 01:28:26.957599
519,369,5,view,,2025-11-16 01:28:26.957968
520,19,5,view,,2025-10-24 01:28:26.958307
521,369,868,rating,4.0,2026-01-03 01:28:26.958676
522,369,5,view,,2025-12-08 01:28:26.959020
523,167,202,view,,2025-11-03 01:28:26.959358
524,167,202,view,,2025-12-08 01:28:26.959826
525,369,165,purchase,,2025-11-09 01:28:26.960233
526,369,165,purchase,,2025-10-07 01:28:26.960603
527,369,482,view,,2025-10-31 01:28:26.960977
528,369,5,rating,3.0,2025-10-19 01:28:26.961323
529,369,165,rating,4.0,2025-10-27 01:28:26.961706
530,369,437,purchase,,2025-11-19 01:28:26.962124
531,369,482,view,,2025-12-01 01:28:26.962488
532,369,437,view,,2026-01-01 01:28:26.962936
533,369,165,view,,2025-12-15 01:28:26.963351
534,154,482,purchase,,2025-11-20 01:28:26.963745
535,220,482,view,,2025-10-28 01:28:26.964169
536,369,482,view,,2025-11-03 01:28:26.964577
537,369,482,rating,4.0,2026-01-02 01:28:26.965015
538,369,165,purchase,,2025-12-24 01:28:26.965471
539,369,165,purchase,,2025-10-12 01:28:26.966118
540,167,5,purchase,,2025-11-14 01:28:26.966921
